Creature ID,Birth Time,Death Time,Life Time,Generation,Speed,Smell Radius,Full,Angle Change
0,0,-1,-1,0,0.01,3,10,0.5
1,1,-1,-1,1,0.003673503,3.998368,12.29293,0.3211904
