Plant ID,Birth Time,Death Time,Life Time,Generation,Growth Rate
221,4642,9020,4378,7,0.005464481
222,4646,14472,9826,7,0.01492537
223,4649,8083,3434,17,0.02272727
224,4655,5856,1201,17,0.01612903
225,4663,11095,6432,7,0.0078125
226,4673,8586,3913,14,0.007246377
227,4682,8274,3592,18,0.02380952
228,4687,14141,9454,9,0.001988071
229,4692,6341,1649,16,0.01886792
230,4692,6129,1437,17,0.01428571
231,4696,8005,3309,15,0.00625
232,4696,6605,1909,18,0.01428571
233,4702,7639,2937,3,0.001054852
234,4703,14392,9689,6,0.005747126
235,4714,5476,762,13,0.00729927
236,4725,8140,3415,15,0.01149425
237,4753,8420,3667,19,0.02040816
238,4756,6719,1963,19,0.01449275
239,4769,6326,1557,18,0.01428571
240,4769,5759,990,18,0.03225806
241,4774,5937,1163,17,0.01234568
242,4774,14444,9670,8,0.01282051
243,4776,4953,177,8,0.008928572
244,4798,8619,3821,20,0.0212766
245,4803,10027,5224,16,0.01282051
246,4812,14265,9453,6,0.002898551
247,4814,10102,5288,16,0.005524862
248,4816,7708,2892,15,0.02272727
249,4827,8099,3272,4,0.001140251
250,4831,9900,5069,8,0.005813953
251,4843,14561,9718,5,0.006451613
252,4844,10904,6060,17,0.01960784
253,4845,13750,8905,8,0.01388889
254,4851,8390,3539,16,0.03125
255,4857,8075,3218,18,0.009803922
256,4857,8788,3931,21,0.01587302
257,4863,5383,520,13,0.006097561
258,4880,8394,3514,18,0.03571429
259,4882,5986,1104,7,0.006711409
260,4887,5985,1098,7,0.005649718
261,4891,14232,9341,5,0.002638523
262,4891,15004,10113,8,0.009009009
263,4891,9470,4579,20,0.01785714
264,4892,7869,2977,7,0.007462686
265,4892,8311,3419,17,0.02631579
266,4896,5018,122,9,0.006756757
267,4904,8699,3795,15,0.01086957
268,4908,7493,2585,19,0.03448276
269,4912,8704,3792,21,0.02631579
270,4914,14447,9533,8,0.02631579
271,4916,8190,3274,17,0.02702703
272,4921,7990,3069,19,0.008928572
273,4922,7410,2488,4,0.001751313
274,4935,7963,3028,17,0.02
275,4937,9907,4970,19,0.01639344
276,4942,8475,3533,19,0.0625
277,4948,5671,723,20,0.04166667
278,4950,7844,2894,18,0.01818182
279,4952,8945,3993,22,0.01351351
280,4954,8309,3355,4,0.0009090909
281,4956,8597,3641,21,0.01369863
282,4971,9935,4964,17,0.01538462
283,4979,8527,3548,19,0.01754386
284,4979,8555,3576,19,0.03225806
285,4979,8997,4018,16,0.01098901
286,4981,7959,2978,18,0.02272727
287,4982,9812,4830,20,0.02564103
288,4983,14420,9437,8,0.01538462
289,4986,5502,516,8,0.006329114
290,4992,7358,2366,20,0.03225806
291,4996,5566,570,19,0.06666667
292,4996,7427,2431,21,0.0625
293,4997,13740,8743,9,0.02439024
294,4999,5810,811,2,0.001745201
295,5003,8430,3427,22,0.0106383
296,5005,8773,3768,20,0.08333334
297,5015,5275,260,10,0.005681818
298,5016,13761,8745,9,0.03703704
299,5019,6806,1787,20,0.0625
300,5020,9389,4369,21,0.01315789
301,5020,9137,4117,23,0.01408451
302,5021,14884,9863,9,0.0041841
303,5021,8053,3032,18,0.04545455
304,5022,8983,3961,20,0.01388889
305,5022,8568,3546,21,0.09090909
306,5023,7796,2773,20,0.05555556
307,5024,6426,1402,19,0.04
308,5025,8891,3866,22,0.02
309,5030,8006,2976,22,0.2
310,5034,14195,9161,8,0.008849557
311,5034,7893,2859,20,0.006410256
312,5035,7314,2279,7,0.004807692
313,5037,5730,693,8,0.005586592
314,5037,7631,2594,23,0.1666667
315,5038,6494,1456,15,0.01724138
316,5040,8105,3065,24,0.1666667
317,5041,8769,3728,20,0.05555556
318,5042,7735,2693,24,0.3333333
319,5044,7880,2836,25,1
320,5046,9494,4448,21,0.01960784
321,5047,7587,2540,8,0.007633588
322,5047,9093,4046,22,0.125
323,5082,7793,2711,21,0.05263158
324,5183,7996,2813,25,0.3333333
325,5189,7541,2352,25,0.1666667
326,5197,13776,8579,10,0.05
327,5268,8980,3712,23,0.1111111
328,5275,8301,3026,26,1
329,5362,7062,1700,26,0.3333333
330,5362,11047,5685,26,0.125
331,5384,8760,3376,21,0.01694915
332,5398,7925,2527,25,0.5
333,5476,11121,5645,27,0.2
334,5484,7162,1678,27,0.5
335,5492,7441,1949,25,1
336,5502,13789,8287,11,0.03846154
337,5537,7357,1820,26,0.125
338,5566,7343,1777,27,0.5
339,5647,6942,1295,22,0.07142857
340,5671,11083,5412,28,0.2
341,5730,7177,1447,28,1
342,5759,9629,3870,22,0.02222222
343,5794,8291,2497,27,0.09090909
344,5795,9463,3668,17,0.007751938
345,5810,11197,5387,26,0.125
346,5856,8473,2617,23,0.125
347,5937,9270,3333,23,0.2
348,5961,6876,915,21,0.04761905
349,5973,9205,3232,24,0.1111111
350,5985,10978,4993,28,0.1666667
351,5986,12126,6140,22,0.1111111
352,6016,6691,675,21,0.08333334
353,6043,6309,266,8,0.006993007
354,6129,6590,461,13,0.006993007
355,6176,10806,4630,27,0.1428571
356,6180,7724,1544,23,0.2
357,6218,13712,7494,9,0.02083333
358,6228,8965,2737,24,0.09090909
359,6275,7257,982,21,0.05
360,6282,7000,718,27,0.3333333
361,6310,7029,719,23,0.05263158
362,6326,6457,131,9,0.005780347
363,6326,9973,3647,23,0.02272727
364,6342,6886,544,29,1
365,6388,8390,2002,28,0.3333333
366,6425,10149,3724,17,0.01204819
367,6426,6801,375,29,1
368,6438,6486,48,19,0.01694915
369,6457,9705,3248,24,0.1666667
370,6468,9731,3263,30,1
371,6486,9324,2838,24,0.01190476
372,6494,9529,3035,25,0.125
373,6553,9867,3314,31,1
374,6563,9825,3262,24,0.01538462
375,6571,9464,2893,25,0.25
376,6591,8285,1694,23,0.1
377,6605,14425,7820,9,0.02777778
378,6691,8013,1322,5,0.001007049
379,6691,9439,2748,26,0.1666667
380,6719,9203,2484,17,0.01282051
381,6720,7909,1189,22,0.03846154
382,6778,7710,932,29,1
383,6801,9778,2977,32,1
384,6806,9056,2250,25,0.1428571
385,6816,11193,4377,28,0.2
386,6828,7266,438,29,0.3333333
387,6876,9902,3026,32,1
388,6886,10696,3810,29,0.1666667
389,6943,12092,5149,9,0.007874016
390,6943,10531,3588,29,0.3333333
391,6949,8374,1425,24,0.125
392,6985,7145,160,22,0.07142857
393,7000,7037,37,28,0.5
394,7008,7694,686,22,0.0625
395,7016,8827,1811,31,1
396,7029,9635,2606,26,0.1111111
397,7037,7629,592,24,0.3333333
398,7063,14333,7270,4,0.003333333
399,7070,8908,1838,32,1
400,7116,9633,2517,26,0.5
401,7134,11338,4204,26,0.1428571
402,7142,14286,7144,11,0.05263158
403,7145,10258,3113,27,0.3333333
404,7162,11109,3947,28,0.1666667
405,7177,9067,1890,33,1
406,7202,9259,2057,23,0.1428571
407,7221,12164,4943,23,0.09090909
408,7250,10685,3435,26,0.3333333
409,7257,9778,2521,25,0.02
410,7264,9755,2491,27,1
411,7266,13197,5931,12,0.01428571
412,7305,7439,134,30,1
413,7314,11066,3752,29,0.1666667
414,7343,11012,3669,29,0.25
415,7357,8175,818,24,0.1428571
416,7358,9712,2354,33,1
417,7390,10186,2796,28,0.5
418,7401,11401,4000,29,0.2
419,7404,10926,3522,29,0.2
420,7410,11269,3859,29,0.5
421,7422,8670,1248,23,0.01587302
422,7427,9647,2220,31,1
423,7440,9936,2496,32,1
424,7441,8835,1394,17,0.01265823
425,7448,7578,130,30,1
426,7493,7546,53,25,0.3333333
427,7530,9568,2038,32,1
428,7539,11250,3711,27,0.1428571
429,7541,9181,1640,29,0.25
430,7546,9535,1989,31,1
431,7571,9378,1807,25,0.125
432,7574,10064,2490,34,1
433,7578,9803,2225,28,1
434,7587,8487,900,25,0.09090909
435,7605,9141,1536,30,1
436,7629,7820,191,30,1
437,7631,9194,1563,26,0.2
438,7639,12070,4431,27,0.1
439,7694,10792,3098,29,1
440,7705,8656,951,33,1
441,7708,8668,960,26,0.09090909
442,7710,10047,2337,29,0.5
443,7726,11123,3397,30,0.3333333
444,7735,7757,22,26,1
445,7743,8187,444,23,0.1666667
446,7757,8046,289,8,0.01
447,7758,9900,2142,33,1
448,7793,9133,1340,25,0.2
449,7793,9357,1564,32,1
450,7797,7936,139,19,0.01785714
451,7818,8526,708,26,0.07692308
452,7820,11173,3353,27,1
453,7820,9748,1928,29,1
454,7843,11045,3202,30,1
455,7844,12104,4260,28,0.1428571
456,7869,8208,339,18,0.03125
457,7881,9284,1403,28,0.5
458,7893,8530,637,34,1
459,7909,12773,4864,24,0.07692308
460,7925,13811,5886,12,0.03703704
461,7937,11474,3537,30,1
462,7959,10911,2952,28,1
463,7963,10042,2079,34,1
464,7990,9948,1958,29,1
465,7996,10058,2062,30,1
466,8005,8918,913,31,1
467,8006,8079,73,27,1
468,8013,9135,1122,34,1
469,8015,11269,3254,30,0.1666667
470,8046,12320,4274,24,0.1
471,8053,10112,2059,35,1
472,8062,8137,75,27,1
473,8075,10455,2380,31,1
474,8079,11078,2999,28,1
475,8083,9503,1420,32,1
476,8088,11049,2961,29,0.1666667
477,8099,9688,1589,26,0.01587302
478,8105,9442,1337,18,0.01219512
479,8137,8310,173,36,1
480,8140,9005,865,32,1
481,8157,10250,2093,30,0.3333333
482,8175,10969,2794,31,0.5
483,8187,8479,292,16,0.008
484,8190,9848,1658,29,1
485,8208,11077,2869,30,1
486,8233,9901,1668,34,1
487,8237,9706,1469,26,0.3333333
488,8242,14130,5888,10,0.003558719
489,8274,10164,1890,33,1
490,8285,13230,4945,27,0.1428571
491,8286,9964,1678,30,1
492,8291,9696,1405,27,0.5
493,8301,11051,2750,30,0.25
494,8309,9859,1550,33,1
495,8310,10277,1967,33,1
496,8311,9497,1186,29,0.5
497,8370,10385,2015,33,1
498,8375,10723,2348,29,0.1666667
499,8390,8436,46,23,0.1428571
500,8390,9586,1196,27,1
501,8394,8841,447,33,1
502,8420,10790,2370,35,1
503,8421,9753,1332,30,1
504,8430,9983,1553,30,1
505,8435,8658,223,27,0.1111111
506,8436,9358,922,28,1
507,8473,14160,5687,12,0.02702703
508,8475,10162,1687,31,1
509,8479,10124,1645,30,1
510,8488,9366,878,27,0.2
511,8526,12099,3573,31,1
512,8527,10115,1588,29,0.5
513,8530,9193,663,35,1
514,8531,8771,240,27,0.0625
515,8556,10587,2031,29,0.3333333
516,8568,10873,2305,30,0.2
517,8586,14151,5565,12,0.05555556
518,8597,10564,1967,31,0.125
519,8619,10087,1468,35,1
520,8651,11140,2489,23,0.25
521,8652,9232,580,31,1
522,8656,10253,1597,36,1
523,8658,8848,190,33,1
524,8668,10886,2218,31,0.2
525,8670,11634,2964,17,0.03225806
526,8681,10130,1449,35,1
527,8699,10505,1806,36,1
528,8704,9830,1126,30,1
529,8760,9044,284,32,1
530,8769,11820,3051,31,1
531,8771,10231,1460,31,1
532,8773,10225,1452,36,1
533,8788,10820,2032,31,1
534,8808,11015,2207,28,0.1
535,8827,12204,3377,31,1
536,8834,11842,3008,31,1
537,8835,9834,999,34,1
538,8841,9226,385,33,1
539,8849,10699,1850,17,0.01851852
540,8884,11082,2198,30,0.2
541,8891,9545,654,28,1
542,8908,9677,769,34,1
543,8917,12201,3284,25,0.09090909
544,8918,9432,514,28,0.25
545,8944,9128,184,33,1
546,8945,8984,39,33,1
547,8965,11538,2573,31,1
548,8980,11022,2042,29,1
549,8983,9164,181,26,0.2
550,8984,10552,1568,37,1
551,8997,10911,1914,28,0.1666667
552,9005,10238,1233,34,1
553,9020,11115,2095,31,1
554,9044,11427,2383,24,0.3333333
555,9051,10962,1911,31,0.2
556,9056,10316,1260,36,1
557,9067,10335,1268,34,1
558,9093,14300,5207,4,0.00209205
559,9103,9993,890,37,1
560,9116,10001,885,31,1
561,9128,10108,980,31,1
562,9133,9756,623,37,1
563,9135,9259,124,36,1
564,9137,9450,313,32,1
565,9141,10040,899,28,0.125
566,9164,9550,386,33,1
567,9181,12180,2999,23,0.1666667
568,9193,9322,129,32,1
569,9194,11577,2383,28,0.3333333
570,9199,10304,1105,34,1
571,9203,10996,1793,31,0.25
572,9206,13175,3969,28,0.1
573,9226,9416,190,32,1
574,9233,10641,1408,31,1
575,9234,12297,3063,25,0.1111111
576,9259,9745,486,22,0.02631579
577,9259,9285,26,33,1
578,9271,9311,40,25,0.25
579,9283,11483,2200,31,1
580,9284,12365,3081,25,0.1
581,9285,9438,153,31,0.3333333
582,9294,10284,990,32,1
583,9311,10413,1102,32,1
584,9322,9603,281,34,1
585,9324,10424,1100,36,1
586,9357,10727,1370,32,0.1111111
587,9358,10967,1609,31,0.3333333
588,9363,9374,11,32,1
589,9363,9364,1,28,1
590,9364,11686,2322,32,0.2
591,9364,10428,1064,37,1
592,9366,11998,2632,32,1
593,9374,9438,64,33,1
594,9379,11403,2024,29,0.1666667
595,9387,9564,177,31,1
596,9389,10973,1584,32,0.25
597,9416,12124,2708,31,1
598,9432,10377,945,32,1
599,9438,10557,1119,36,1
600,9438,12867,3429,24,0.25
601,9439,9654,215,34,1
602,9442,9510,68,32,1
603,9450,9539,89,25,0.1666667
604,9463,9479,16,30,1
605,9464,12821,3357,28,0.125
606,9470,11448,1978,32,1
607,9479,11280,1801,32,0.25
608,9494,9655,161,32,1
609,9497,10856,1359,31,0.3333333
610,9503,10447,944,35,1
611,9510,9988,478,31,1
612,9529,11221,1692,29,0.2
613,9535,10510,975,36,1
614,9539,11058,1519,31,0.2
615,9545,13465,3920,13,0.02777778
616,9550,9626,76,30,0.5
617,9564,10394,830,30,1
618,9568,11028,1460,29,0.3333333
619,9586,12391,2805,26,0.1
620,9597,10237,640,28,1
621,9602,10746,1144,30,1
622,9603,10581,978,37,1
623,9626,10184,558,37,1
624,9629,14181,4552,13,0.02702703
625,9633,9670,37,31,1
626,9635,12371,2736,26,0.07692308
627,9647,11785,2138,29,1
628,9654,11477,1823,31,0.5
629,9655,9997,342,25,0.3333333
630,9670,9782,112,27,1
631,9677,11146,1469,32,1
632,9688,10079,391,30,0.2
633,9696,12367,2671,33,1
634,9705,12104,2399,32,1
635,9706,9797,91,31,1
636,9712,11711,1999,29,0.5
637,9731,10170,439,33,1
638,9745,10327,582,37,1
639,9748,9827,79,31,1
640,9753,10642,889,37,1
641,9756,10631,875,28,1
642,9756,10288,532,31,1
643,9770,9905,135,29,1
644,9778,9799,21,36,1
645,9778,12317,2539,33,1
646,9782,12054,2272,23,0.125
647,9797,10115,318,37,1
648,9799,10571,772,38,1
649,9803,9895,92,32,1
650,9812,9872,60,26,0.5
651,9825,13824,3999,13,0.05263158
652,9827,10865,1038,33,1
653,9831,10420,589,31,0.125
654,9834,10252,418,33,1
655,9848,10455,607,30,0.5
656,9859,11584,1725,25,1
657,9867,11302,1435,26,1
658,9872,10619,747,32,1
659,9895,12586,2691,25,0.1428571
660,9900,9915,15,32,1
661,9900,12553,2653,26,0.3333333
662,9901,11229,1328,32,0.2
663,9902,10345,443,34,1
664,9905,12376,2471,33,1
665,9907,10537,630,31,0.5
666,9915,9979,64,35,1
667,9935,12842,2907,28,0.1
668,9937,12147,2210,23,0.1666667
669,9948,10005,57,38,1
670,9951,10581,630,29,1
671,9964,12322,2358,26,0.1666667
672,9973,10275,302,35,1
673,9976,11891,1915,30,0.5
674,9979,12118,2139,26,0.25
675,9983,10795,812,36,1
676,9988,12200,2212,34,1
677,9993,12219,2226,26,0.1666667
678,9997,11806,1809,33,1
679,10002,10125,123,28,1
680,10005,10358,353,24,0.2
681,10027,10172,145,31,1
682,10040,11149,1109,31,1
683,10042,11333,1291,27,1
684,10047,10057,10,34,1
685,10057,10239,182,35,1
686,10057,10185,128,36,1
687,10058,10150,92,34,1
688,10064,10121,57,32,1
689,10079,11160,1081,29,1
690,10087,10754,667,33,1
691,10102,10116,14,30,0.2
692,10105,10513,408,32,1
693,10108,11521,1413,32,1
694,10112,11925,1813,32,1
695,10115,10357,242,36,1
696,10115,10417,302,32,1
697,10116,11382,1266,33,1
698,10121,11390,1269,27,0.25
699,10124,14141,4017,13,0.04347826
700,10125,12074,1949,24,0.25
701,10130,11157,1027,27,1
702,10149,11990,1841,30,1
703,10150,10327,177,28,0.3333333
704,10162,12267,2105,34,1
705,10164,11759,1595,33,1
706,10170,12134,1964,30,1
707,10172,10505,333,37,1
708,10184,11272,1088,25,0.3333333
709,10185,10443,258,35,1
710,10186,11858,1672,37,1
711,10203,10439,236,32,1
712,10225,11169,944,30,1
713,10231,11576,1345,32,1
714,10237,11371,1134,29,0.25
715,10238,11315,1077,33,0.1666667
716,10239,10738,499,37,1
717,10241,10429,188,34,1
718,10250,11152,902,29,0.25
719,10252,11202,950,36,1
720,10253,10469,216,24,0.2
721,10258,10510,252,33,1
722,10275,11579,1304,26,1
723,10277,11044,767,30,0.25
724,10284,10429,145,38,1
725,10288,11223,935,33,0.3333333
726,10304,10648,344,34,1
727,10316,11192,876,32,1
728,10327,10972,645,38,1
729,10327,10327,0,38,1
730,10327,11408,1081,27,1
731,10335,11519,1184,34,1
732,10345,10658,313,36,1
733,10357,12015,1658,24,0.1666667
734,10358,10535,177,32,1
735,10377,10650,273,38,1
736,10385,10762,377,30,1
737,10394,10605,211,37,1
738,10413,11248,835,32,1
739,10417,10775,358,39,1
740,10420,11145,725,28,0.1666667
741,10424,11919,1495,32,1
742,10425,12205,1780,38,1
743,10428,10836,408,30,0.5
744,10429,11218,789,24,0.3333333
745,10429,12036,1607,29,0.2
746,10439,11584,1145,30,0.2
747,10443,10627,184,30,0.5
748,10444,10981,537,32,1
749,10447,11561,1114,27,1
750,10455,10636,181,29,1
751,10455,10843,388,39,1
752,10469,10776,307,38,1
753,10505,11786,1281,33,1
754,10505,11732,1227,34,1
755,10510,11208,698,32,0.3333333
756,10510,10857,347,38,1
757,10513,12430,1917,34,1
758,10531,11682,1151,25,1
759,10535,10640,105,38,1
760,10537,11412,875,29,0.25
761,10552,11946,1394,27,0.1428571
762,10557,12431,1874,33,1
763,10564,11591,1027,14,0.02272727
764,10571,11862,1291,32,1
765,10581,12237,1656,32,1
766,10581,12530,1949,27,0.1
767,10587,11509,922,33,1
768,10594,10764,170,34,1
769,10605,11333,728,34,1
770,10619,12861,2242,25,0.5
771,10627,12455,1828,34,1
772,10631,11870,1239,32,1
773,10636,12297,1661,27,0.2
774,10640,10672,32,30,1
775,10641,11349,708,28,1
776,10642,10843,201,34,1
777,10648,11272,624,37,1
778,10650,11790,1140,31,1
779,10658,10951,293,31,0.5
780,10664,12054,1390,25,0.5
781,10672,10707,35,36,1
782,10685,11261,576,27,0.125
783,10696,10948,252,32,0.3333333
784,10699,10722,23,32,1
785,10707,11445,738,34,1
786,10722,10738,16,38,1
787,10723,10873,150,30,1
788,10727,11318,591,30,0.3333333
789,10735,11503,768,30,0.1666667
790,10738,12372,1634,34,1
791,10738,11072,334,27,1
792,10746,11789,1043,38,1
793,10754,11261,507,8,0.008474576
794,10762,11426,664,32,1
795,10764,12224,1460,34,1
796,10775,11385,610,33,0.2
797,10776,10828,52,29,1
798,10790,11075,285,32,1
799,10792,12211,1419,35,1
800,10795,12513,1718,27,0.5
801,10804,10825,21,31,0.1666667
802,10806,12419,1613,27,0.09090909
803,10820,11676,856,31,0.5
804,10821,14994,4173,9,0.01190476
805,10825,11084,259,39,1
806,10828,12272,1444,34,1
807,10836,11457,621,34,1
808,10843,11159,316,27,0.1666667
809,10843,13799,2956,13,0.05882353
810,10853,10915,62,33,0.5
811,10856,11477,621,29,1
812,10857,10921,64,28,0.2
813,10865,10914,49,30,1
814,10873,10964,91,31,1
