Creature ID,Birth Time,Death Time,Life Time,Generation,Speed,Smell Radius,Full,Angle Change
199,13365,13418,53,26,0.009509103,1.927988,0.4239525,0.01206466
200,13406,13969,563,6,0.09853868,5.285753,15.37769,0.4786229
201,13433,15635,2202,7,0.05099738,4.732978,28.70121,0.3660288
202,13435,13728,293,19,0.007238701,2.006134,0.8342198,0.130364
203,13477,13570,93,18,0.01221412,2.387266,1.207922,0.2662733
204,13519,15378,1859,8,0.01761332,6.314456,6.646622,0.4640909
205,13545,13967,422,20,0.003116788,2.027516,0.7890519,0.1544945
206,13565,17243,3678,7,0.001181711,3.179463,1.766107,1.690562
207,13565,14384,819,7,0.1280301,7.918893,15.28883,0.3674092
208,13602,14553,951,8,0.04411259,2.249328,5.066663,0.4370637
209,13683,14349,666,9,0.07064065,3.055183,6.642033,0.586652
210,13766,14084,318,10,0.05322788,2.566383,9.741142,0.6390717
211,13770,14000,230,8,0.07289881,2.325083,7.65047,0.2562312
212,13845,14778,933,9,0.01606987,6.96232,9.858694,0.4473446
213,13861,14419,558,9,0.10663,2.813483,10.43777,0.3099826
214,13867,14438,571,10,0.06177221,3.713312,4.095626,0.3767983
215,13868,17100,3232,8,0.1006768,8.929296,18.39857,0.3946892
216,13900,14566,666,8,0.08499488,4.754488,12.35318,0.3481796
217,13918,17104,3186,7,0.09484632,6.046388,20.21243,0.2454362
218,14022,14530,508,8,0.02758256,4.476077,9.065871,0.5851702
219,14031,14451,420,10,0.08204815,3.249051,5.992861,0.4362513
220,14052,14191,139,10,0.106481,2.27181,4.015435,0.8066477
221,14056,14400,344,11,0.1181879,1.543246,5.598053,0.8465474
222,14064,14273,209,8,0.06910044,5.33506,8.426744,0.2209066
223,14065,14380,315,11,0.07112709,2.300414,3.492492,0.4783438
224,14095,14897,802,9,0.04280831,2.889019,8.926512,0.4119137
225,14095,14194,99,11,0.1030205,2.003157,3.473708,1.065117
226,14101,14184,83,12,0.04641474,1.391735,3.691132,0.5866668
227,14113,14481,368,9,0.1707473,7.016543,11.7269,0.2253655
228,14116,14462,346,9,0.06270739,2.499149,7.274835,0.6492355
229,14124,14588,464,11,0.04996028,4.590712,4.860205,0.424192
230,14126,14962,836,9,0.0133104,6.686063,7.815131,0.2980098
231,14137,14539,402,8,0.1484852,11.07371,21.6595,0.5074265
232,14139,14527,388,8,0.02633522,4.98989,5.856503,0.3970184
233,14146,14212,66,12,0.08969501,1.364074,3.125718,0.6872208
234,14151,14301,150,11,0.07069732,4.506135,3.98639,0.2765003
235,14155,14430,275,8,0.08362124,3.432304,9.854061,0.6348652
236,14156,14408,252,10,0.1870904,3.209281,9.203696,0.1719301
237,14157,14216,59,12,0.1399781,2.888358,5.176156,0.2976618
238,14175,14356,181,11,0.06963304,5.388961,2.703266,0.2438183
239,14187,14858,671,12,0.1178806,3.335596,2.960804,0.2476079
240,14208,15511,1303,7,0.05935083,4.244883,9.920115,0.4146383
241,14210,14351,141,12,0.1012745,2.310864,7.190533,0.711773
242,14219,15594,1375,6,0.0411247,7.252618,9.557568,0.5274675
243,14221,14701,480,7,0.07346651,3.583179,24.01794,0.3228269
244,14228,15277,1049,6,0.03915797,6.129625,9.691986,0.3963503
245,14238,14440,202,11,0.05502672,4.151979,3.235185,0.2796947
246,14238,14612,374,12,0.02522965,4.401761,6.753277,0.269854
247,14251,14410,159,12,0.07306045,4.915594,2.447605,0.282476
248,14268,14482,214,12,0.02530647,3.142067,2.006619,0.3843929
249,14271,14359,88,13,0.09490834,2.767324,2.135998,0.1707359
250,14278,14479,201,10,0.1146293,3.017868,12.91629,0.2039264
251,14280,14351,71,13,0.1286713,3.614138,2.689721,0.1289653
252,14293,15708,1415,7,0.02112095,6.390237,12.56848,0.218646
253,14314,14477,163,13,0.05483678,2.689151,3.129651,0.1883424
254,14330,14386,56,14,0.162387,1.407958,1.226529,0.1151127
255,14331,14525,194,15,0.1149077,1.676017,1.71612,0.1249984
256,14332,15638,1306,7,0.001551428,6.073265,1.382529,2.757509
257,14340,14449,109,10,0.06931146,1.413414,4.016107,0.7040639
258,14346,14378,32,16,0.07361756,1.689806,1.164449,0.06689078
259,14347,14370,23,15,0.06288902,1.489087,1.503286,0.1480999
260,14350,14422,72,12,0.1512491,2.109647,3.108099,0.6796883
261,14355,15132,777,5,0.01909643,7.037722,5.510786,0.4823589
262,14356,14407,51,17,0.08013619,1.603246,1.28969,0.0891852
263,14358,14464,106,11,0.0784943,1.913762,4.988168,1.014596
264,14360,14731,371,6,0.04266629,7.563254,9.760499,0.388293
265,14361,14378,17,15,0.09548706,2.068035,1.068684,0.08575042
266,14362,14899,537,6,0.02844644,10.00802,4.174631,0.4331416
267,14362,14379,17,18,0.1003239,1.250796,1.442753,0.1205091
268,14364,14437,73,10,0.165206,7.238647,6.897948,0.3002052
269,14365,15712,1347,8,0.1790463,3.690602,18.01914,0.2070644
270,14370,14435,65,11,0.09639005,4.29836,2.843492,0.4019826
271,14374,14393,19,15,0.09786394,0.919744,1.291455,0.09100969
272,14381,14415,34,16,0.1191183,1.306106,1.984792,0.1826149
273,14396,14816,420,10,0.0761731,2.152508,7.001234,0.226565
274,14399,14414,15,13,0.2279839,1.097986,1.620064,0.5220456
275,14404,14427,23,13,0.1498408,2.897051,4.29962,0.3181657
276,14405,15069,664,7,0.05005749,4.048875,10.01368,0.2348855
277,14406,15438,1032,8,0.04279817,4.835938,10.90661,0.2786856
278,14408,15604,1196,7,0.01357979,9.298925,4.122211,0.2423591
279,14419,14447,28,16,0.06505525,2.433947,2.034883,0.1400726
280,14448,14565,117,13,0.09152285,2.045134,2.270251,0.3066699
281,14451,14479,28,16,0.0762752,2.296954,2.216415,0.07193466
282,14464,14618,154,11,0.04656306,2.784809,6.347693,0.2706035
283,14471,14490,19,14,0.1522466,2.189528,1.54707,0.4216737
284,14473,14508,35,16,0.08986623,1.517385,0.9979889,0.1277567
285,14473,14484,11,15,0.2258563,3.031602,1.436361,0.425
286,14478,14644,166,15,0.1013119,1.497216,1.632569,0.5692502
287,14478,14539,61,17,0.04783658,0.9980978,0.8044612,0.1517932
288,14484,15798,1314,6,0.01559938,9.113989,8.124162,0.8475934
289,14485,15798,1313,9,0.09967808,3.665167,19.64902,0.3054802
290,14485,15643,1158,7,0.01867926,9.708006,6.627532,0.5470629
291,14490,14512,22,18,0.05597235,1.081547,0.7479799,0.108582
292,14494,14510,16,17,0.07664809,1.502183,1.401131,0.1692796
293,14496,14530,34,19,0.02509049,1.424317,0.68977,0.07002156
294,14497,17807,3310,8,0.0005343165,5.991603,0.9772449,3.34716
295,14497,14567,70,19,0.05195034,0.8465239,0.9686862,0.09345411
296,14497,14519,22,20,0.037886,1.81264,0.9234738,0.09294896
297,14503,14560,57,20,0.03469893,0.8283206,1.221187,0.07722063
298,14504,14558,54,13,0.09957251,2.372919,2.721358,0.2381396
299,14512,14548,36,18,0.03564194,1.174583,1.011749,0.2007042
300,14513,14544,31,16,0.09018877,2.019261,1.299018,0.4619091
301,14518,15035,517,6,0.02802524,4.642857,3.859075,0.6960918
302,14521,14547,26,21,0.05399911,0.5170993,1.580142,0.05492602
303,14527,14783,256,7,0.05444836,5.107856,9.267269,0.4796192
304,14528,14562,34,17,0.1683629,1.587306,1.68059,0.5356266
305,14529,14803,274,7,0.03172335,6.551432,3.212563,0.2756133
306,14539,14596,57,16,0.08737408,1.516652,1.096509,0.8077673
307,14540,14989,449,6,0.0476144,8.127095,6.91559,0.2475989
308,14548,14579,31,17,0.06884522,0.8451346,1.167554,0.5414327
309,14549,15574,1025,7,0.01205781,2.893464,5.649628,1.03924
310,14550,15445,895,8,0.07969664,6.147721,23.74752,0.3079702
311,14550,14695,145,18,0.06553216,1.140847,1.264289,0.559109
312,14556,14587,31,18,0.04974391,0.6292024,1.735206,0.6734536
313,14556,14630,74,19,0.03725335,0.5729808,1.16291,0.6277441
314,14560,15685,1125,7,0.06975502,8.707761,7.18424,0.379447
315,14562,14595,33,16,0.05434122,1.267003,1.706922,0.683825
316,14571,14589,18,19,0.04339407,0.8046364,0.6378748,0.5609394
317,14571,14631,60,20,0.02682827,0.4574233,1.399576,0.8110423
318,14572,14603,31,20,0.02235773,1.017867,0.5446218,0.6509364
319,14574,14698,124,11,0.1633301,1.366221,4.968411,0.2787316
320,14577,15782,1205,8,0.0233367,2.337292,11.47453,0.2162657
321,14579,14600,21,17,0.07097214,0.8266593,1.05496,0.8509282
322,14589,14618,29,20,0.05367167,0.7423092,1.340538,0.5034994
323,14591,14637,46,12,0.1649573,1.31995,2.646547,0.2475065
324,14596,14614,18,13,0.3212092,1.835613,3.191865,0.3126851
325,14602,14664,62,16,0.1270404,2.089808,1.893701,0.3792211
326,14613,14638,25,19,0.05635926,1.588574,1.19681,0.4335028
327,14614,15472,858,8,0.0755041,2.562449,11.70389,0.2815532
328,14619,14640,21,13,0.1387457,1.145335,1.744588,0.3032395
329,14624,14656,32,14,0.1460816,1.420426,1.378179,0.2492166
330,14625,14677,52,16,0.1543365,1.589158,2.181608,0.659481
331,14629,14656,27,17,0.08446452,2.768258,2.311351,0.3140895
332,14632,15312,680,8,0.04843018,4.533224,5.991394,0.2748199
333,14633,15451,818,7,0.02941849,3.868785,12.34538,0.2300812
334,14644,14675,31,15,0.08596554,1.260271,1.096421,0.1315901
335,14647,14678,31,17,0.1985777,1.825736,2.835704,0.4691925
336,14649,15389,740,7,0.02315617,5.287117,6.109572,0.2379978
337,14649,14673,24,16,0.06969339,1.614267,1.51957,0.09433673
338,14657,14671,14,16,0.1183578,1.063445,1.386716,0.1879412
339,14664,15619,955,9,0.173576,3.653706,12.69742,0.1825204
340,14670,14831,161,11,0.0564651,2.411146,9.587241,0.3098446
341,14680,14862,182,8,0.06248616,5.858537,2.548602,0.3585201
342,14691,15019,328,9,0.130797,6.695861,3.178373,0.2195507
343,14695,15242,547,7,0.01874104,4.402141,3.252108,0.9473795
344,14712,15093,381,8,0.01093087,6.446712,1.670348,0.6349799
345,14713,14853,140,9,0.01409942,9.291415,1.765285,0.8351656
346,14722,15957,1235,10,0.1014076,5.324098,15.48676,0.1627783
347,14732,14868,136,13,0.1521416,3.922934,3.206159,0.1241366
348,14732,15069,337,10,0.155303,9.788755,4.290004,0.1278328
349,14739,15436,697,8,0.07252367,4.450297,10.56505,0.4386804
350,14742,14925,183,9,0.009986287,8.924805,2.38798,0.3472551
351,14743,18399,3656,7,0.08355141,5.494524,30.49886,0.5587053
352,14759,14968,209,13,0.104175,2.577642,3.055168,0.2805399
353,14771,14872,101,10,0.1335406,9.208781,2.274128,0.1488778
354,14772,16358,1586,7,0.02884482,3.897859,13.8649,0.429801
355,14794,15035,241,7,0.07171333,6.75465,7.648281,0.1936396
356,14800,14869,69,14,0.1385475,3.293089,3.732765,0.1668268
357,14802,15767,965,9,0.09565815,8.750108,12.84873,0.3870149
358,14805,15107,302,10,0.08769035,4.773021,4.311904,0.3203852
359,14810,14880,70,13,0.06935658,4.476238,1.774161,0.1504648
360,14810,15077,267,7,0.05186216,3.051969,1.948604,0.6333975
361,14811,15008,197,8,0.03164667,2.2816,2.455155,0.6416103
362,14817,14933,116,14,0.1454481,5.291265,1.774422,0.1023798
363,14819,14969,150,14,0.09848803,3.229787,3.000576,0.2387753
364,14821,15039,218,9,0.203335,2.088324,19.08034,0.2185328
365,14823,15321,498,6,0.01986578,5.945205,5.429514,0.5278058
366,14823,14939,116,15,0.1776595,7.587705,1.5557,0.08462311
367,14831,14880,49,14,0.1965441,2.291796,4.301877,0.1154094
368,14836,14893,57,11,0.1203227,5.886057,2.818161,0.183781
369,14845,16008,1163,5,0.0396899,11.23209,11.56864,0.5897167
370,14845,15009,164,10,0.1408883,3.771025,16.2547,0.1515882
371,14847,14875,28,14,0.08466487,5.597546,2.237913,0.2235847
372,14847,14862,15,16,0.1302476,8.121673,1.54337,0.1040769
373,14849,15918,1069,8,0.090179,8.125105,21.50995,0.2501226
374,14849,14892,43,15,0.1598677,3.369759,1.423999,0.1308158
